chrom,window number,relative entropy
1,1,0.2733216865898892
1,2,0.3988982673904153
1,3,0.23889370263026197
1,4,0.1792918544188518
1,5,0.6522366054179768
1,6,0.2927987859762039
1,7,1.1972291662610053
1,8,0.24960840969491965
1,9,0.3889025522765631
1,10,0.3604577305916503
1,11,0.3726290980775605
1,12,0.6018983985239255
1,13,0.41254762825319896
1,14,0.7819552770276017
1,15,0.2477036195130147
1,16,0.24689666866004567
1,17,0.29912094080121376
1,18,0.35986284319611817
1,19,0.1687111344571943
1,20,0.3675255441612446
1,21,0.5395265111409624
1,22,1.0827015981603596
1,23,0.4141053055528133
1,24,0.18020686985143303
1,25,0.8120547087303266
1,26,0.2505686124020582
1,27,1.1602030727729578
1,28,0.5297049306983294
1,29,0.2861799966093044
1,30,0.5486475717620068
1,31,0.26107656226346704
1,32,0.2964916552984024
1,33,0.23958258805659122
1,34,0.21557603884152635
1,35,0.21526117796915087
1,36,0.2054791944232612
1,37,0.29524643172193915
1,38,0.24736052259862296
1,39,0.8589070852289481
1,40,0.23704766966169957
1,41,0.22951506503261887
1,42,0.1631216258082368
1,43,0.28108521073754583
1,44,0.16806158185272715
1,45,0.2306877530195985
1,46,0.21478500622143565
1,47,0.9999999999999989
1,48,0.2174976975838537
1,49,0.2689225308498812
1,50,0.19674903663448443
1,51,0.2789481409397525
1,52,0.18614373624679903
1,53,0.33020995867301917
1,54,1.052351073321583
1,55,1.0762790922699865
1,56,1.0279013383899505
1,57,0.1870384357617428
1,58,0.22995786870105564
1,59,0.6661840326997924
1,60,0.20273150445710342
1,61,0.6403068457586469
1,62,0.2212409855053453
1,63,0.16160185412652184
1,64,0.24545156296970128
1,65,0.22167690762569403
1,66,0.15052487775404472
1,67,0.193171648197687
1,68,0.1710615423715748
1,69,0.1862236504111111
1,70,0.21393108521232737
1,71,0.12773028977702436
1,72,0.16343160657731823
1,73,0.17815000541365927
1,74,0.16795878371229772
1,75,0.45299723800501807
1,76,0.27092232722068277
1,77,0.2349899916740023
1,78,0.24209890116198665
1,79,0.1948773468690148
1,80,0.2035296931212203
1,81,0.2791964633094428
1,82,0.18578422554299776
1,83,0.19133128402830624
1,84,0.2567850371988223
1,85,0.2931110525377998
1,86,0.26228437121472375
1,87,0.2669358954437606
1,88,0.20614139323583358
1,89,0.24555196429556522
1,90,0.26720179549436274
1,91,0.19390753358369134
1,92,0.25245613642605086
1,93,0.2073131377799623
1,94,0.23138157338416412
1,95,0.19160102627642836
1,96,0.19798459617765785
1,97,0.29863026690528055
1,98,0.2531025950803403
1,99,0.2283760594058426
1,100,0.214916465248431
1,101,0.2887201111733227
1,102,0.463264368674126
1,103,0.2619916834171275
1,104,0.2275194771903413
1,105,0.2917816861398996
1,106,0.22377701430714833
1,107,0.21513358828461324
1,108,0.2515922696631706
1,109,0.18605121992518306
1,110,0.2117956855243482
1,111,0.25551919237121734
1,112,0.21804007349582002
1,113,0.28758107679467565
1,114,0.22123437312679956
1,115,0.19320181066686118
1,116,0.29623610803794537
1,117,0.31076230092971724
1,118,0.171186134626957
1,119,0.24018364001445408
1,120,0.23919694950828146
1,121,0.3427925250477176
1,122,0.18607447401330326
1,123,0.2510826673905489
1,124,0.2381568725674353
1,125,0.27095506735237285
1,126,0.19010908147984387
1,127,0.2069546292276852
1,128,0.29295566844210574
1,129,0.20891108835526756
1,130,0.29169430804566104
1,131,0.31274506623647946
1,132,0.44281556932138466
1,133,0.3035529416500367
1,134,0.28404212025329567
1,135,0.34267749565619343
1,136,0.42609503741263366
1,137,0.34542412845962084
1,138,0.39121923839914985
1,139,0.3585318641296694
1,140,0.2480267179545683
1,141,0.32375850214243646
1,142,0.22497881085822238
1,143,0.26774815273978325
1,144,0.3118623718633399
1,145,0.2789336702666092
1,146,0.29108946359367294
1,147,0.2636586142173437
1,148,0.24218114647408262
